🔒 Row ID,usuario_email,admin_acesso,nome,preco_venda,rendimento_receita,ticket_medio,ticket_medio copy,preco_medio,custo_total_receita,cmv,cmv_porcentagem,cmv_porcentagem copy copy,t_cmv,produto_p_pedido,despesa_variavel,margem_cont,margem_cont_porcentagem,t_margem_cont,t_margem_cont copy,R_margem_cliente,R_margem_cliente_a,R_margem_media,R_margem_media_cliente,custo_subproduto,status,preco_venda copy,preco_venda copy cli,preco_venda_status_ativo,if_margem_media,if_margem_media_cli,if_margem_media_ativo,if_margem_media_ativo_cli,R_margem_media copy,R_margem_media copy copy,margem_cont_porcentagem_ativo,cmv_porcentagem_ativo,cmv_porcentagem_ativo copy
rUwswlFFSEysIypeAPhzhg,paifilho78@gmail.com,Admin,Pizza Margherita,"46,99",1,44,"144,32","33,8664516129","8,8602","8,8602","18,8555011705","34,3277773256","R$ 8,86 (18,86%)","1,2992208485",5,"35,7803","76,1444988295","R$ 35,78 (76,14%)","R$ 35,78 (76,14%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
o3qm5958QKaGalErXlAW8w,paifilho78@gmail.com,Admin,Pizza Frango ,"48,5",1,44,"144,32","33,8664516129","13,7236","13,7236","28,2960824742","34,3277773256","R$ 13,72 (28,30%)","1,2992208485",5,"32,3514","66,7039175258","R$ 32,35 (66,70%)","R$ 32,35 (66,70%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a.23MzkpfQbu.D64w714FmA,paifilho78@gmail.com,Admin,Pizza Calabresa,"48,5",1,44,"144,32","33,8664516129","12,6326","12,6326","26,0465979381","34,3277773256","R$ 12,63 (26,05%)","1,2992208485",5,"33,4424","68,9534020619","R$ 33,44 (68,95%)","R$ 33,44 (68,95%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
kwdVwRXHQ7Ksd6PuOQ29jg,paifilho78@gmail.com,Admin,Pizza Portuguesa,"49,99",1,44,"144,32","33,8664516129","14,6124222222","14,6124222222","29,2306905826","34,3277773256","R$ 14,61 (29,23%)","1,2992208485",5,"32,8780777778","65,7693094174","R$ 32,88 (65,77%)","R$ 32,88 (65,77%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
dpPKwxbDTei8CbDm1-zBwg,paifilho78@gmail.com,Admin,Pizza dueto ( Doce ),"54,99",1,44,"144,32","33,8664516129","10,397","10,397","18,9070740135","34,3277773256","R$ 10,40 (18,91%)","1,2992208485",5,"41,8435","76,0929259865","R$ 41,84 (76,09%)","R$ 41,84 (76,09%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
sqm5q2I9SNW1UtybX.HBNA,paifilho78@gmail.com,Admin,Pizza Milho c/ Requeijão,"54,99",1,44,"144,32","33,8664516129","14,7575703704","14,7575703704","26,8368255508","34,3277773256","R$ 14,76 (26,84%)","1,2992208485",5,"37,4829296296","68,1631744492","R$ 37,48 (68,16%)","R$ 37,48 (68,16%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
EiOtVn0KSXC2.1dNBx5utQ,paifilho78@gmail.com,Admin,Pizza Frango c/ catupiry,"58,99",1,44,"144,32","33,8664516129","16,8376","16,8376","28,5431429056","34,3277773256","R$ 16,84 (28,54%)","1,2992208485",5,"39,2029","66,4568570944","R$ 39,20 (66,46%)","R$ 39,20 (66,46%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
koaGlPpNQCmIRVWMjb03mA,paifilho78@gmail.com,Admin,Pizza Cartola Nevada,"54,99",1,44,"144,32","33,8664516129","11,2263","11,2263","20,4151663939","34,3277773256","R$ 11,23 (20,42%)","1,2992208485",5,"41,0142","74,5848336061","R$ 41,01 (74,58%)","R$ 41,01 (74,58%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
rRR-LhECTKGzuhIoTyo1EQ,paifilho78@gmail.com,Admin,Pizza CheeseCaker,"54,99",1,44,"144,32","33,8664516129","13,137","13,137","23,8897981451","34,3277773256","R$ 13,14 (23,89%)","1,2992208485",5,"39,1035","71,1102018549","R$ 39,10 (71,11%)","R$ 39,10 (71,11%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
7.eXTJBQRbGL7C-q9NjICA,paifilho78@gmail.com,Admin,Pizza Havaiana,"59,99",1,44,"144,32","33,8664516129","19,8736","19,8736","33,1281880313","34,3277773256","R$ 19,87 (33,13%)","1,2992208485",5,"37,1169","61,8718119687","R$ 37,12 (61,87%)","R$ 37,12 (61,87%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Qc3SuUs3QOSmSMo2UG8hfQ,paifilho78@gmail.com,Admin,Pizza Macaparanese,"58,99",1,44,"144,32","33,8664516129","17,6473962963","17,6473962963","29,9159116737","34,3277773256","R$ 17,65 (29,92%)","1,2992208485",5,"38,3931037037","65,0840883263","R$ 38,39 (65,08%)","R$ 38,39 (65,08%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
maxZtNj9RmCVHY-dua92zg,paifilho78@gmail.com,Admin,Pizza Nordestina,"59,99",1,44,"144,32","33,8664516129","18,3152","18,3152","30,530421737","34,3277773256","R$ 18,32 (30,53%)","1,2992208485",5,"38,6753","64,469578263","R$ 38,68 (64,47%)","R$ 38,68 (64,47%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Hcoq17hwSfaJ25Yjo.v.Zg,paifilho78@gmail.com,Admin,Pizza Frango Philadelphia,"60,5",1,44,"144,32","33,8664516129","18,4096","18,4096","30,4290909091","34,3277773256","R$ 18,41 (30,43%)","1,2992208485",5,"39,0654","64,5709090909","R$ 39,07 (64,57%)","R$ 39,07 (64,57%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
KPLiJewbQ4O71MkZeLtOqg,paifilho78@gmail.com,Admin,Pizza Frango ao 4 queijos,"64,99",1,44,"144,32","33,8664516129","20,2056","20,2056","31,0903215879","34,3277773256","R$ 20,21 (31,09%)","1,2992208485",5,"41,5349","63,9096784121","R$ 41,53 (63,91%)","R$ 41,53 (63,91%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
gRyJMjH7TX2PXFuB5O.7fg,paifilho78@gmail.com,Admin,Pizza de Costela,69,1,44,"144,32","33,8664516129","22,0726","22,0726","31,9892753623","34,3277773256","R$ 22,07 (31,99%)","1,2992208485",5,"43,4774","63,0107246377","R$ 43,48 (63,01%)","R$ 43,48 (63,01%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
JnjcjDDRS9651kzJQvb9Mg,paifilho78@gmail.com,Admin,Pizza camarão premium,85,1,44,"144,32","33,8664516129","27,2156","27,2156","32,0183529412","34,3277773256","R$ 27,22 (32,02%)","1,2992208485",5,"53,5344","62,9816470588","R$ 53,53 (62,98%)","R$ 53,53 (62,98%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
kL6pFDbpTkeszLpsSTONuw,paifilho78@gmail.com,Admin,Pizza Carne de sol ao 4 queijos,"78,99",1,44,"144,32","33,8664516129","23,7596","23,7596","30,079250538","34,3277773256","R$ 23,76 (30,08%)","1,2992208485",5,"51,2809","64,920749462","R$ 51,28 (64,92%)","R$ 51,28 (64,92%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
bljE0bBmQUKAME.cKlMmmQ,paifilho78@gmail.com,Admin,Pizza Delicia de Abacaxi,"54,99",1,44,"144,32","33,8664516129","14,6428","14,6428","26,6281142026","34,3277773256","R$ 14,64 (26,63%)","1,2992208485",5,"37,5977","68,3718857974","R$ 37,60 (68,37%)","R$ 37,60 (68,37%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a-R2WJfBCStuqYtZ2cLQjgw,paifilho78@gmail.com,Admin,Beitute calabresa,"47,99",1,44,"144,32","33,8664516129","12,4860666667","12,4860666667","26,0180593179","34,3277773256","R$ 12,49 (26,02%)","1,2992208485",5,"33,1044333333","68,9819406821","R$ 33,10 (68,98%)","R$ 33,10 (68,98%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
R-5mce7lSGm5WA0D0cjmfA,paifilho78@gmail.com,Admin,Beirute Frango,"49,99",1,44,"144,32","33,8664516129","13,7038222222","13,7038222222","27,4131270699","34,3277773256","R$ 13,70 (27,41%)","1,2992208485",5,"33,7866777778","67,5868729301","R$ 33,79 (67,59%)","R$ 33,79 (67,59%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
soiCPPjKTWWdhA8W9r8YJA,paifilho78@gmail.com,Admin,Beirute Rosbife,"57,5",1,44,"144,32","33,8664516129","16,8675166667","16,8675166667","29,3348115942","34,3277773256","R$ 16,87 (29,33%)","1,2992208485",5,"37,7574833333","65,6651884058","R$ 37,76 (65,67%)","R$ 37,76 (65,67%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Np8d8WHvREeNQ0aMiOR0hw,paifilho78@gmail.com,Admin,Esfiha Bruschetta,"5,99",1,44,"144,32","33,8664516129","0,67215","0,67215","11,2212020033","34,3277773256","R$ 0,67 (11,22%)","1,2992208485",5,"5,01835","83,7787979967","R$ 5,02 (83,78%)","R$ 5,02 (83,78%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
nz9EOyKQRC-aQ2sfrXeuhA,paifilho78@gmail.com,Admin,Esfiha chocolate,"5,99",1,44,"144,32","33,8664516129","1,32","1,32","22,0367278798","34,3277773256","R$ 1,32 (22,04%)","1,2992208485",5,"4,3705","72,9632721202","R$ 4,37 (72,96%)","R$ 4,37 (72,96%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
wh82cQdWSf6wVaFWI9hpYg,paifilho78@gmail.com,Admin,Esfiha Mix de Queijo,"6,5",1,44,"144,32","33,8664516129","1,5162","1,5162","23,3261538462","34,3277773256","R$ 1,52 (23,33%)","1,2992208485",5,"4,6588","71,6738461538","R$ 4,66 (71,67%)","R$ 4,66 (71,67%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
5N.3J9YmQwWkcQEn2YLyPg,paifilho78@gmail.com,Admin,Esfiha banana com chocolate ao leite,"6,5",1,44,"144,32","33,8664516129","1,587","1,587","24,4153846154","34,3277773256","R$ 1,59 (24,42%)","1,2992208485",5,"4,588","70,5846153846","R$ 4,59 (70,58%)","R$ 4,59 (70,58%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
VuVhauMtQcOnIyBcXwmQzg,paifilho78@gmail.com,Admin,Esfiha de Calabresa,"6,5",1,44,"144,32","33,8664516129","0,9327","0,9327","14,3492307692","34,3277773256","R$ 0,93 (14,35%)","1,2992208485",5,"5,2423","80,6507692308","R$ 5,24 (80,65%)","R$ 5,24 (80,65%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
dW1JjnyrTheajxR5bXEzRw,paifilho78@gmail.com,Admin,Esfiha de Frango,"6,5",1,44,"144,32","33,8664516129","1,0419","1,0419","16,0292307692","34,3277773256","R$ 1,04 (16,03%)","1,2992208485",5,"5,1331","78,9707692308","R$ 5,13 (78,97%)","R$ 5,13 (78,97%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
tmS-CSiHS-Czfg0UTwoTrw,paifilho78@gmail.com,Admin,Esfiha de creamcheeses,"6,5",1,44,"144,32","33,8664516129","1,7","1,7","26,1538461538","34,3277773256","R$ 1,70 (26,15%)","1,2992208485",5,"4,475","68,8461538462","R$ 4,48 (68,85%)","R$ 4,48 (68,85%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
wkuJRIBMTPGJFF-9rlYFsg,paifilho78@gmail.com,Admin,Esfiha provolone,"6,5",1,44,"144,32","33,8664516129","1,5012","1,5012","23,0953846154","34,3277773256","R$ 1,50 (23,10%)","1,2992208485",5,"4,6738","71,9046153846","R$ 4,67 (71,90%)","R$ 4,67 (71,90%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
wxtvk7FjTQeQLcD132-iXA,paifilho78@gmail.com,Admin,Esfiha de catupiry,"6,5",1,44,"144,32","33,8664516129","1,468","1,468","22,5846153846","34,3277773256","R$ 1,47 (22,58%)","1,2992208485",5,"4,707","72,4153846154","R$ 4,71 (72,42%)","R$ 4,71 (72,42%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
EEjqMo8uQ8u7XV8sJtCoiA,paifilho78@gmail.com,Admin,Esfiha churros,"6,5",1,44,"144,32","33,8664516129","1,5935","1,5935","24,5153846154","34,3277773256","R$ 1,59 (24,52%)","1,2992208485",5,"4,5815","70,4846153846","R$ 4,58 (70,48%)","R$ 4,58 (70,48%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Bsa26xZtSqGYoPmHGuu2BA,paifilho78@gmail.com,Admin,Esfiha doce Leite,"6,5",1,44,"144,32","33,8664516129","1,58","1,58","24,3076923077","34,3277773256","R$ 1,58 (24,31%)","1,2992208485",5,"4,595","70,6923076923","R$ 4,60 (70,69%)","R$ 4,60 (70,69%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
EqLF4jRlQB-QXImnH4kINQ,paifilho78@gmail.com,Admin,Esfiha Abacaxi,"6,5",1,44,"144,32","33,8664516129","1,7804","1,7804","27,3907692308","34,3277773256","R$ 1,78 (27,39%)","1,2992208485",5,"4,3946","67,6092307692","R$ 4,39 (67,61%)","R$ 4,39 (67,61%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
DG-hDXIHR9WGgp-NwKL.6Q,paifilho78@gmail.com,Admin,Esfiha Romeu,"6,5",1,44,"144,32","33,8664516129","1,002","1,002","15,4153846154","34,3277773256","R$ 1,00 (15,42%)","1,2992208485",5,"5,173","79,5846153846","R$ 5,17 (79,58%)","R$ 5,17 (79,58%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Nc.--GTSTPCzREVEj1BFRg,paifilho78@gmail.com,Admin,Esfiha gotas de chocolate,"6,5",1,44,"144,32","33,8664516129","1,2","1,2","18,4615384615","34,3277773256","R$ 1,20 (18,46%)","1,2992208485",5,"4,975","76,5384615385","R$ 4,98 (76,54%)","R$ 4,98 (76,54%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
5Uinj8cpSZGZBQjPrmjC4g,paifilho78@gmail.com,Admin,Esfiha cheescaker,"6,5",1,44,"144,32","33,8664516129","1,434","1,434","22,0615384615","34,3277773256","R$ 1,43 (22,06%)","1,2992208485",5,"4,741","72,9384615385","R$ 4,74 (72,94%)","R$ 4,74 (72,94%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
lB9.T0TdT32Y8s2u.Olgpg,paifilho78@gmail.com,Admin,Esfiha Frango catupiry,"6,99",1,44,"144,32","33,8664516129","1,6859","1,6859","24,1187410587","34,3277773256","R$ 1,69 (24,12%)","1,2992208485",5,"4,9546","70,8812589413","R$ 4,95 (70,88%)","R$ 4,95 (70,88%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
LZvDxEDTTB-rdJ9cE7yFIg,paifilho78@gmail.com,Admin,Esfiha bacon,"6,99",1,44,"144,32","33,8664516129","1,5964","1,5964","22,8383404864","34,3277773256","R$ 1,60 (22,84%)","1,2992208485",5,"5,0441","72,1616595136","R$ 5,04 (72,16%)","R$ 5,04 (72,16%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Rl.unPAbSjy0WcsAYB0ufQ,paifilho78@gmail.com,Admin,Esfiha Milho catupiry,"6,99",1,44,"144,32","33,8664516129","1,606437037","1,606437037","22,9819318603","34,3277773256","R$ 1,61 (22,98%)","1,2992208485",5,"5,034062963","72,0180681397","R$ 5,03 (72,02%)","R$ 5,03 (72,02%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
HpnvyMsZTu21Xkj5NEOkAQ,paifilho78@gmail.com,Admin,Esfiha calabresa c/ queijo,"6,99",1,44,"144,32","33,8664516129","1,62615","1,62615","23,2639484979","34,3277773256","R$ 1,63 (23,26%)","1,2992208485",5,"5,01435","71,7360515021","R$ 5,01 (71,74%)","R$ 5,01 (71,74%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
4emLDBUPTUyH7PP.9d9LEQ,leomrs@gmail.com,Admin,Pote Sorvete 1L,"79,9",1,44,"144,32","33,8664516129",29,29,"36,2953692115","34,3277773256","R$ 29,00 (36,30%)","1,2992208485",5,"46,905","58,7046307885","R$ 46,91 (58,70%)","R$ 46,91 (58,70%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
v9mFosBzQYumLCIiujGnUw,paifilho78@gmail.com,Admin,Esfiha Bauru,"6,99",1,44,"144,32","33,8664516129","1,4664","1,4664","20,9785407725","34,3277773256","R$ 1,47 (20,98%)","1,2992208485",5,"5,1741","74,0214592275","R$ 5,17 (74,02%)","R$ 5,17 (74,02%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
enZlPsJ6TC22MeBYwGF6ww,paifilho78@gmail.com,Admin,Esfiha Lombo Canadense,"6,99",1,44,"144,32","33,8664516129","1,7464","1,7464","24,9842632332","34,3277773256","R$ 1,75 (24,98%)","1,2992208485",5,"4,8941","70,0157367668","R$ 4,89 (70,02%)","R$ 4,89 (70,02%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
tpIlo2Y3T7KGavmurJNztg,paifilho78@gmail.com,Admin,Esfiha Cartola Nevada,"6,99",1,44,"144,32","33,8664516129","1,7101","1,7101","24,4649499285","34,3277773256","R$ 1,71 (24,46%)","1,2992208485",5,"4,9304","70,5350500715","R$ 4,93 (70,54%)","R$ 4,93 (70,54%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
5UWIYmXlQyORS-Ch7fGZgA,paifilho78@gmail.com,Admin,Esfiha Banoffee,"7,5",1,44,"144,32","33,8664516129","1,8301","1,8301","24,4013333333","34,3277773256","R$ 1,83 (24,40%)","1,2992208485",5,"5,2949","70,5986666667","R$ 5,29 (70,60%)","R$ 5,29 (70,60%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
zD6Jw2wjRmaXr45NFIJ4lg,paifilho78@gmail.com,Admin,Esfiha duas paixão,"6,99",1,44,"144,32","33,8664516129","1,3345","1,3345","19,0915593705","34,3277773256","R$ 1,33 (19,09%)","1,2992208485",5,"5,306","75,9084406295","R$ 5,31 (75,91%)","R$ 5,31 (75,91%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
4hwu84hYR5-HuB0R44Q0WA,paifilho78@gmail.com,Admin,Esfiha nevaska,"7,5",1,44,"144,32","33,8664516129","1,9266","1,9266","25,688","34,3277773256","R$ 1,93 (25,69%)","1,2992208485",5,"5,1984","69,312","R$ 5,20 (69,31%)","R$ 5,20 (69,31%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
Y9coC53dTTmssA0JQwgm6g,paifilho78@gmail.com,Admin,Esfiha 4 queijos,"7,5",1,44,"144,32","33,8664516129","1,925","1,925","25,6666666667","34,3277773256","R$ 1,92 (25,67%)","1,2992208485",5,"5,2","69,3333333333","R$ 5,20 (69,33%)","R$ 5,20 (69,33%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
ZFqfhL1SQ4mPmGDTHRNoIQ,paifilho78@gmail.com,Admin,Esfiha Carne de Sol,"7,5",1,44,"144,32","33,8664516129","2,0982","2,0982","27,976","34,3277773256","R$ 2,10 (27,98%)","1,2992208485",5,"5,0268","67,024","R$ 5,03 (67,02%)","R$ 5,03 (67,02%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
czqigwWjQC2ZkVjv8ng1tA,paifilho78@gmail.com,Admin,Esfiha Camarão,"13,99",1,44,"144,32","33,8664516129","4,0366","4,0366","28,853466762","34,3277773256","R$ 4,04 (28,85%)","1,2992208485",5,"9,2539","66,146533238","R$ 9,25 (66,15%)","R$ 9,25 (66,15%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
16GRmYGeQsOjgepcjQ4o7g,paifilho78@gmail.com,Admin,Esfiha Churrasco,"9,99",1,44,"144,32","33,8664516129","3,515","3,515","35,1851851852","34,3277773256","R$ 3,52 (35,19%)","1,2992208485",5,"5,9755","59,8148148148","R$ 5,98 (59,81%)","R$ 5,98 (59,81%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
GT2tmDXbTciRriglo0ZA7g,paifilho78@gmail.com,Admin,Esfiha Rosbife,"8,99",1,44,"144,32","33,8664516129","2,79425","2,79425","31,0817575083","34,3277773256","R$ 2,79 (31,08%)","1,2992208485",5,"5,74625","63,9182424917","R$ 5,75 (63,92%)","R$ 5,75 (63,92%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
ywj5-ZBKRkiWidrDpB15Xg,paifilho78@gmail.com,Admin,Sanduiche Calabresa,"26,99",1,44,"144,32","33,8664516129","4,3624","4,3624","16,163023342","34,3277773256","R$ 4,36 (16,16%)","1,2992208485",5,"21,2781","78,836976658","R$ 21,28 (78,84%)","R$ 21,28 (78,84%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
a3t9dNjIQgKHbCGYzPkXqw,paifilho78@gmail.com,Admin,Sanduiche Costela,"29,99",1,44,"144,32","33,8664516129","7,7924","7,7924","25,9833277759","34,3277773256","R$ 7,79 (25,98%)","1,2992208485",5,"20,6981","69,0166722241","R$ 20,70 (69,02%)","R$ 20,70 (69,02%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
dIUUb9lzSRGsqL9TxPtiAg,paifilho78@gmail.com,Admin,Sanduiche Cupim Bovino,"29,99",1,44,"144,32","33,8664516129","7,9664","7,9664","26,5635211737","34,3277773256","R$ 7,97 (26,56%)","1,2992208485",5,"20,5241","68,4364788263","R$ 20,52 (68,44%)","R$ 20,52 (68,44%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
bIhvSjF4QeuPY-fxEHcZzw,paifilho78@gmail.com,Admin,Sanduiche Camarão,"29,99",1,44,"144,32","33,8664516129","6,2236","6,2236","20,7522507503","34,3277773256","R$ 6,22 (20,75%)","1,2992208485",5,"22,2669","74,2477492497","R$ 22,27 (74,25%)","R$ 22,27 (74,25%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
HghbjBjpTSW32NwYUm6AhA,bigpizzamagu2avare@gmail.com,Admin,Pizza de Bacon - Broto,40,1,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,38,95,"R$ 38,00 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
EDsTEiAaTr6Ju.jpOQghNA,maurodutra38@gmail.com,Admin,"Cachorro Quente Prensado
","22,9",1,44,"144,32","33,8664516129","7,0441071429","7,0441071429","30,7602932002","34,3277773256","R$ 7,04 (30,76%)","1,2992208485",5,"14,7108928571","64,2397067998","R$ 14,71 (64,24%)","R$ 14,71 (64,24%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
HLOTGCEFRuSTcd6amoWDBg,nilvanelopes@hotmail.com,Admin,PIZZAS DIMINAS MEDIA,48,1,44,"144,32","33,8664516129","8,7789411765","8,7789411765","18,2894607843","34,3277773256","R$ 8,78 (18,29%)","1,2992208485",5,"36,8210588235","76,7105392157","R$ 36,82 (76,71%)","R$ 36,82 (76,71%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
moZXf2zNQ9ipzU1QqkTIsw,tatiflor50@gmail.com,Admin,Arroz branco 5kg,20,75,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,19,95,"R$ 19,00 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
AVyv28bIQx2zLlVEPKFxjQ,tatiflor50@gmail.com,Admin,Feijão preto 1kg,6,25,44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"5,7",95,"R$ 5,70 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
10bNfRePQJiJbPnMXwkfvA,tatiflor50@gmail.com,Admin,Coxão mole 1kg,40,"5,56",44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,38,95,"R$ 38,00 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
6ea9xDs7RTu3jhEkXbbSkQ,tatiflor50@gmail.com,Admin,Peito de frango 1kg,17,"5,56",44,"144,32","33,8664516129",,,,"34,3277773256", (),"1,2992208485",5,"16,15",95,"R$ 16,15 (95,00%)",,"636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
EKnLkCZeSkCoOEouGrVIIQ,damiaodoces@gmail.com,Admin,Hot Dog Duplo,"16,9",1,44,"144,32","33,8664516129","5,04","5,04","29,8224852071","34,3277773256","R$ 5,04 (29,82%)","1,2992208485",5,"11,015","65,1775147929","R$ 11,01 (65,18%)","R$ 11,01 (65,18%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
PAh5fHRxTR6mTV5mHiYMiA,damiaodoces@gmail.com,Admin,Hot Dog Especial,"23,9",1,44,"144,32","33,8664516129","7,14","7,14","29,8744769874","34,3277773256","R$ 7,14 (29,87%)","1,2992208485",5,"15,565","65,1255230126","R$ 15,57 (65,13%)","R$ 15,57 (65,13%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
CbdFVx6QQESUeHJPzrplWw,damiaodoces@gmail.com,Admin,Hot Dog Super ,"22,9",1,44,"144,32","33,8664516129","7,37","7,37","32,1834061135","34,3277773256","R$ 7,37 (32,18%)","1,2992208485",5,"14,385","62,8165938865","R$ 14,39 (62,82%)","R$ 14,39 (62,82%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
ZaJKnuibQbiwCTDI.cuk-g,damiaodoces@gmail.com,Admin,Hot Dog Turbinado,"20,9",1,44,"144,32","33,8664516129","6,24","6,24","29,8564593301","34,3277773256","R$ 6,24 (29,86%)","1,2992208485",5,"13,615","65,1435406699","R$ 13,62 (65,14%)","R$ 13,62 (65,14%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
gUzNf.3sQtmtgkCPPHPJUQ,damiaodoces@gmail.com,Admin,Hot Dog Simples,"13,9",1,44,"144,32","33,8664516129","3,54","3,54","25,4676258993","34,3277773256","R$ 3,54 (25,47%)","1,2992208485",5,"9,665","69,5323741007","R$ 9,67 (69,53%)","R$ 9,67 (69,53%)","636,9733969697","636,9733969697","636,9733969697","636,9733969697",,,,,,,,,,,,,,
